,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,AgeGroup,Title,Embarked_C,Embarked_Q,Embarked_S
593,0,2,0,37,1,0,26.0,1,1,"[20, 40)",Mr,0,0,1
594,0,3,0,36,1,1,24.15,2,0,"[20, 40)",Mr,0,0,1
595,1,2,1,26,0,0,33.0,0,0,"[20, 40)",Miss,0,0,1
596,0,3,0,49,0,0,0.0,0,0,"[40, 60)",Mr,0,0,1
597,0,3,0,29,0,0,7.2249999,0,0,"[20, 40)",Mr,1,0,0
598,1,1,0,49,1,0,56.929199,1,1,"[40, 60)",Valued Profession,1,0,0
599,1,2,1,24,2,1,27.0,3,0,"[20, 40)",Mrs,0,0,1
600,0,3,0,27,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
601,0,1,0,37,0,0,42.400002,0,0,"[20, 40)",Mr,0,0,1
602,0,3,0,44,0,0,8.0500002,0,0,"[40, 60)",Mr,0,0,1
603,1,1,0,35,0,0,26.549999,0,0,"[20, 40)",Mr,1,0,0
604,0,3,0,36,1,0,15.55,1,1,"[20, 40)",Mr,0,0,1
605,0,3,0,30,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
606,1,1,0,27,0,0,30.5,0,0,"[20, 40)",Mr,0,0,1
607,1,2,1,22,1,2,41.579201,3,0,"[20, 40)",Mrs,1,0,0
608,1,1,1,40,0,0,153.46249,0,0,"[40, 60)",Miss,0,0,1
609,0,3,1,39,1,5,31.275,6,0,"[20, 40)",Mrs,0,0,1
610,0,3,0,28,0,0,7.0500002,0,0,"[20, 40)",Mr,0,0,1
611,1,3,1,33,1,0,15.5,1,1,"[20, 40)",Miss,0,1,0
612,0,3,0,35,0,0,7.75,0,0,"[20, 40)",Mr,0,1,0
613,0,3,0,35,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
614,1,2,1,24,1,2,65.0,3,0,"[20, 40)",Miss,0,0,1
615,0,3,0,34,1,1,14.4,2,0,"[20, 40)",Mr,0,0,1
616,0,3,1,26,1,0,16.1,1,1,"[20, 40)",Mrs,0,0,1
617,1,2,1,4,2,1,39.0,3,0,"[0, 20)",Miss,0,0,1
618,0,2,0,26,0,0,10.5,0,0,"[20, 40)",Mr,0,0,1
619,0,3,0,27,1,0,14.4542,1,1,"[20, 40)",Mr,1,0,0
620,1,1,0,42,1,0,52.554199,1,1,"[40, 60)",Mr,0,0,1
621,1,3,0,20,1,1,15.7417,2,0,"[20, 40)",Mr,1,0,0
622,0,3,0,21,0,0,7.8541999,0,0,"[20, 40)",Mr,0,0,1
623,0,3,0,21,0,0,16.1,0,0,"[20, 40)",Mr,0,0,1
624,0,1,0,61,0,0,32.320801,0,0,"[60, 80)",Mr,0,0,1
625,0,2,0,57,0,0,12.35,0,0,"[40, 60)",Valued Profession,0,1,0
626,1,1,1,21,0,0,77.958298,0,0,"[20, 40)",Miss,0,0,1
627,0,3,0,26,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
628,0,3,0,20,0,0,7.7333002,0,0,"[20, 40)",Mr,0,1,0
629,1,1,0,80,0,0,30.0,0,0,,Mr,0,0,1
630,0,3,0,51,0,0,7.0542002,0,0,"[40, 60)",Mr,0,0,1
631,1,1,0,32,0,0,30.5,0,0,"[20, 40)",Valued Profession,1,0,0
632,0,1,0,39,0,0,0.0,0,0,"[20, 40)",Mr,0,0,1
633,0,3,1,9,3,2,27.9,5,0,"[0, 20)",Miss,0,0,1
634,1,2,1,28,0,0,13.0,0,0,"[20, 40)",Miss,0,0,1
635,0,3,0,32,0,0,7.9250002,0,0,"[20, 40)",Mr,0,0,1
636,0,2,0,31,1,1,26.25,2,0,"[20, 40)",Mr,0,0,1
637,0,3,1,41,0,5,39.6875,5,0,"[40, 60)",Mrs,0,0,1
638,0,3,0,26,1,0,16.1,1,1,"[20, 40)",Mr,0,0,1
639,0,3,0,20,0,0,7.8541999,0,0,"[20, 40)",Mr,0,0,1
640,1,1,1,24,0,0,69.300003,0,0,"[20, 40)",Miss,1,0,0
641,0,3,1,2,3,2,27.9,5,0,"[0, 20)",Miss,0,0,1
642,1,3,0,29,0,0,56.4958,0,0,"[20, 40)",Mr,0,0,1
643,1,3,1,0,2,1,19.258301,3,0,"[0, 20)",Miss,1,0,0
644,1,1,0,48,1,0,76.729202,1,1,"[40, 60)",Mr,1,0,0
645,0,3,0,19,0,0,7.8958001,0,0,"[0, 20)",Mr,0,0,1
646,1,1,0,56,0,0,35.5,0,0,"[40, 60)",Valued Profession,1,0,0
647,0,3,0,32,0,0,7.5500002,0,0,"[20, 40)",Mr,0,0,1
648,1,3,1,23,0,0,7.5500002,0,0,"[20, 40)",Miss,0,0,1
649,0,3,0,27,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
650,1,2,1,18,0,1,23.0,1,1,"[0, 20)",Miss,0,0,1
651,0,3,0,21,0,0,8.4333,0,0,"[20, 40)",Mr,0,0,1
652,1,3,1,26,0,0,7.8291998,0,0,"[20, 40)",Miss,0,1,0
653,0,3,1,18,0,0,6.75,0,0,"[0, 20)",Miss,0,1,0
654,0,2,0,24,2,0,73.5,2,0,"[20, 40)",Mr,0,0,1
655,0,3,0,27,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
656,0,3,1,32,1,1,15.5,2,0,"[20, 40)",Mrs,0,1,0
657,0,2,0,23,0,0,13.0,0,0,"[20, 40)",Mr,0,0,1
658,0,1,0,58,0,2,113.275,2,0,"[40, 60)",Mr,1,0,0
659,1,1,0,50,2,0,133.64999,2,0,"[40, 60)",Valued Profession,0,0,1
660,0,3,0,40,0,0,7.2249999,0,0,"[40, 60)",Mr,1,0,0
661,0,1,0,47,0,0,25.5875,0,0,"[40, 60)",Mr,0,0,1
662,0,3,0,36,0,0,7.4958,0,0,"[20, 40)",Mr,0,0,1
663,1,3,0,20,1,0,7.9250002,1,1,"[20, 40)",Mr,0,0,1
664,0,2,0,32,2,0,73.5,2,0,"[20, 40)",Mr,0,0,1
665,0,2,0,25,0,0,13.0,0,0,"[20, 40)",Mr,0,0,1
666,0,3,0,28,0,0,7.7750001,0,0,"[20, 40)",Mr,0,0,1
667,0,3,0,43,0,0,8.0500002,0,0,"[40, 60)",Mr,0,0,1
668,1,1,1,39,1,0,52.0,1,1,"[20, 40)",Mrs,0,0,1
669,1,2,1,40,1,1,39.0,2,0,"[40, 60)",Mrs,0,0,1
670,0,1,0,31,1,0,52.0,1,1,"[20, 40)",Mr,0,0,1
671,0,2,0,70,0,0,10.5,0,0,"[60, 80)",Mr,0,0,1
672,1,2,0,31,0,0,13.0,0,0,"[20, 40)",Mr,0,0,1
673,0,2,0,35,0,0,0.0,0,0,"[20, 40)",Mr,0,0,1
674,0,3,0,18,0,0,7.7750001,0,0,"[0, 20)",Mr,0,0,1
675,0,3,0,24,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
676,1,3,1,18,0,0,9.8416996,0,0,"[0, 20)",Miss,0,0,1
677,0,3,1,43,1,6,46.900002,7,0,"[40, 60)",Mrs,0,0,1
678,1,1,0,36,0,1,512.32922,1,1,"[20, 40)",Mr,1,0,0
679,0,3,1,23,0,0,8.1374998,0,0,"[20, 40)",Miss,0,1,0
680,1,1,0,27,0,0,76.729202,0,0,"[20, 40)",Mr,1,0,0
681,0,3,0,20,0,0,9.2250004,0,0,"[20, 40)",Mr,0,0,1
682,0,3,0,14,5,2,46.900002,7,0,"[0, 20)",Mr,0,0,1
683,0,2,0,60,1,1,39.0,2,0,"[60, 80)",Mr,0,0,1
684,0,2,0,25,1,2,41.579201,3,0,"[20, 40)",Mr,1,0,0
685,0,3,0,14,4,1,39.6875,5,0,"[0, 20)",Mr,0,0,1
686,0,3,0,19,0,0,10.1708,0,0,"[0, 20)",Mr,0,0,1
687,0,3,0,18,0,0,7.7958002,0,0,"[0, 20)",Mr,0,0,1
688,1,1,1,15,0,1,211.33749,1,1,"[0, 20)",Miss,0,0,1
689,1,1,0,31,1,0,57.0,1,1,"[20, 40)",Mr,0,0,1
690,1,3,1,4,0,1,13.4167,1,1,"[0, 20)",Miss,1,0,0
691,1,3,0,29,0,0,56.4958,0,0,"[20, 40)",Mr,0,0,1
692,0,3,0,25,0,0,7.2249999,0,0,"[20, 40)",Mr,1,0,0
693,0,1,0,60,0,0,26.549999,0,0,"[60, 80)",Valued Profession,0,0,1
694,0,2,0,52,0,0,13.5,0,0,"[40, 60)",Mr,0,0,1
695,0,3,0,44,0,0,8.0500002,0,0,"[40, 60)",Mr,0,0,1
696,1,3,1,20,0,0,7.7333002,0,0,"[20, 40)",Miss,0,1,0
697,0,1,0,49,1,1,110.8833,2,0,"[40, 60)",Mr,1,0,0
698,0,3,0,42,0,0,7.6500001,0,0,"[40, 60)",Mr,0,0,1
699,1,1,1,18,1,0,227.52499,1,1,"[0, 20)",Mrs,1,0,0
700,1,1,0,35,0,0,26.2875,0,0,"[20, 40)",Mr,0,0,1
701,0,3,1,18,0,1,14.4542,1,1,"[0, 20)",Miss,1,0,0
702,0,3,0,25,0,0,7.7417002,0,0,"[20, 40)",Mr,0,1,0
703,0,3,0,26,1,0,7.8541999,1,1,"[20, 40)",Mr,0,0,1
704,0,2,0,39,0,0,26.0,0,0,"[20, 40)",Mr,0,0,1
705,1,2,1,45,0,0,13.5,0,0,"[40, 60)",Mrs,0,0,1
706,1,1,0,42,0,0,26.2875,0,0,"[40, 60)",Mr,0,0,1
707,1,1,1,22,0,0,151.55,0,0,"[20, 40)",Miss,0,0,1
708,1,3,0,17,1,1,15.2458,2,0,"[0, 20)",Master,1,0,0
709,1,1,1,24,0,0,49.5042,0,0,"[20, 40)",Miss,1,0,0
710,0,1,0,49,0,0,26.549999,0,0,"[40, 60)",Mr,0,0,1
711,1,1,0,48,1,0,52.0,1,1,"[40, 60)",Mr,0,0,1
712,0,3,0,29,0,0,9.4833002,0,0,"[20, 40)",Mr,0,0,1
713,0,2,0,52,0,0,13.0,0,0,"[40, 60)",Mr,0,0,1
714,0,3,0,19,0,0,7.6500001,0,0,"[0, 20)",Mr,0,0,1
715,1,1,1,38,0,0,227.52499,0,0,"[20, 40)",Miss,1,0,0
716,1,2,1,27,0,0,10.5,0,0,"[20, 40)",Miss,0,0,1
717,0,3,0,26,0,0,15.5,0,0,"[20, 40)",Mr,0,1,0
718,0,3,0,33,0,0,7.7750001,0,0,"[20, 40)",Mr,0,0,1
719,1,2,1,6,0,1,33.0,1,1,"[0, 20)",Miss,0,0,1
720,0,3,0,17,1,0,7.0542002,1,1,"[0, 20)",Mr,0,0,1
721,0,2,0,34,0,0,13.0,0,0,"[20, 40)",Mr,0,0,1
722,0,2,0,50,0,0,13.0,0,0,"[40, 60)",Mr,0,0,1
723,1,1,0,27,1,0,53.099998,1,1,"[20, 40)",Mr,0,0,1
724,0,3,0,20,0,0,8.6625004,0,0,"[20, 40)",Mr,0,0,1
725,1,2,1,30,3,0,21.0,3,0,"[20, 40)",Mrs,0,0,1
726,1,3,1,20,0,0,7.7375002,0,0,"[20, 40)",Miss,0,1,0
727,0,2,0,25,1,0,26.0,1,1,"[20, 40)",Mr,0,0,1
728,0,3,1,25,1,0,7.9250002,1,1,"[20, 40)",Miss,0,0,1
729,1,1,1,29,0,0,211.33749,0,0,"[20, 40)",Miss,0,0,1
730,0,3,0,11,0,0,18.7875,0,0,"[0, 20)",Mr,1,0,0
731,0,2,0,35,0,0,0.0,0,0,"[20, 40)",Mr,0,0,1
732,0,2,0,23,0,0,13.0,0,0,"[20, 40)",Mr,0,0,1
733,0,2,0,23,0,0,13.0,0,0,"[20, 40)",Mr,0,0,1
734,0,3,0,28,0,0,16.1,0,0,"[20, 40)",Mr,0,0,1
735,0,3,1,48,1,3,34.375,4,0,"[40, 60)",Mrs,0,0,1
736,1,1,0,35,0,0,512.32922,0,0,"[20, 40)",Mr,1,0,0
737,0,3,0,27,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
738,0,3,0,27,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
739,1,1,0,35,0,0,30.0,0,0,"[20, 40)",Mr,0,0,1
740,0,1,0,36,1,0,78.849998,1,1,"[20, 40)",Mr,0,0,1
741,1,1,1,21,2,2,262.375,4,0,"[20, 40)",Miss,1,0,0
742,0,3,0,24,1,0,16.1,1,1,"[20, 40)",Mr,0,0,1
743,1,3,0,31,0,0,7.9250002,0,0,"[20, 40)",Mr,0,0,1
744,0,1,0,70,1,1,71.0,2,0,"[60, 80)",Valued Profession,0,0,1
745,0,3,0,16,1,1,20.25,2,0,"[0, 20)",Mr,0,0,1
746,1,2,1,30,0,0,13.0,0,0,"[20, 40)",Miss,0,0,1
747,0,1,0,19,1,0,53.099998,1,1,"[0, 20)",Mr,0,0,1
748,0,3,0,31,0,0,7.75,0,0,"[20, 40)",Mr,0,1,0
749,1,2,1,4,1,1,23.0,2,0,"[0, 20)",Miss,0,0,1
750,1,3,0,6,0,1,12.475,1,1,"[0, 20)",Master,0,0,1
751,0,3,0,33,0,0,9.5,0,0,"[20, 40)",Mr,0,0,1
752,0,3,0,23,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
753,1,2,1,48,1,2,65.0,3,0,"[40, 60)",Mrs,0,0,1
754,1,2,0,0,1,1,14.5,2,0,"[0, 20)",Master,0,0,1
755,0,3,0,28,0,0,7.7958002,0,0,"[20, 40)",Mr,0,0,1
756,0,2,0,18,0,0,11.5,0,0,"[0, 20)",Mr,0,0,1
757,0,3,0,34,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
758,1,1,1,33,0,0,86.5,0,0,"[20, 40)",Valued Profession,0,0,1
759,0,3,0,23,0,0,14.5,0,0,"[20, 40)",Mr,0,0,1
760,0,3,0,41,0,0,7.125,0,0,"[40, 60)",Mr,0,0,1
761,1,3,0,20,0,0,7.2291999,0,0,"[20, 40)",Mr,1,0,0
762,1,1,1,36,1,2,120.0,3,0,"[20, 40)",Mrs,0,0,1
763,0,3,0,16,0,0,7.7750001,0,0,"[0, 20)",Mr,0,0,1
764,1,1,1,51,1,0,77.958298,1,1,"[40, 60)",Mrs,0,0,1
765,0,1,0,38,0,0,39.599998,0,0,"[20, 40)",Valued Profession,1,0,0
766,0,3,1,30,0,0,7.75,0,0,"[20, 40)",Miss,0,1,0
767,0,3,0,34,1,0,24.15,1,1,"[20, 40)",Mr,0,1,0
768,0,3,0,32,0,0,8.3625002,0,0,"[20, 40)",Mr,0,0,1
769,0,3,0,24,0,0,9.5,0,0,"[20, 40)",Mr,0,0,1
770,0,3,0,48,0,0,7.8541999,0,0,"[40, 60)",Mr,0,0,1
771,0,2,1,57,0,0,10.5,0,0,"[40, 60)",Mrs,0,0,1
772,0,3,0,29,0,0,7.2249999,0,0,"[20, 40)",Mr,1,0,0
773,1,2,1,54,1,3,23.0,4,0,"[40, 60)",Mrs,0,0,1
774,0,3,0,18,0,0,7.75,0,0,"[0, 20)",Mr,0,0,1
775,0,3,0,35,0,0,7.75,0,0,"[20, 40)",Mr,0,1,0
776,1,3,1,5,0,0,12.475,0,0,"[0, 20)",Miss,0,0,1
777,0,3,0,20,0,0,7.7375002,0,0,"[20, 40)",Mr,0,1,0
778,1,1,1,43,0,1,211.33749,1,1,"[40, 60)",Mrs,0,0,1
779,1,3,1,13,0,0,7.2291999,0,0,"[0, 20)",Miss,1,0,0
780,1,1,1,17,1,0,57.0,1,1,"[0, 20)",Mrs,0,0,1
781,0,1,0,29,0,0,30.0,0,0,"[20, 40)",Mr,0,0,1
782,0,3,0,18,1,2,23.450001,3,0,"[0, 20)",Mr,0,0,1
783,0,3,0,25,0,0,7.0500002,0,0,"[20, 40)",Mr,0,0,1
784,0,3,0,25,0,0,7.25,0,0,"[20, 40)",Mr,0,0,1
785,1,3,1,18,0,0,7.4958,0,0,"[0, 20)",Miss,0,0,1
786,0,3,0,8,4,1,29.125,5,0,"[0, 20)",Master,0,1,0
787,1,3,0,1,1,2,20.575001,3,0,"[0, 20)",Master,0,0,1
788,0,1,0,46,0,0,79.199997,0,0,"[40, 60)",Mr,1,0,0
789,0,3,0,35,0,0,7.75,0,0,"[20, 40)",Mr,0,1,0
790,0,2,0,16,0,0,26.0,0,0,"[0, 20)",Mr,0,0,1
791,0,3,1,11,8,2,69.550003,10,0,"[0, 20)",Miss,0,0,1
792,0,1,0,52,0,0,30.695801,0,0,"[40, 60)",Mr,1,0,0
793,0,3,0,25,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
794,0,2,0,39,0,0,13.0,0,0,"[20, 40)",Mr,0,0,1
795,1,1,1,49,0,0,25.929199,0,0,"[40, 60)",Valued Profession,0,0,1
796,1,3,1,31,0,0,8.6833,0,0,"[20, 40)",Mrs,0,0,1
797,0,3,0,30,0,0,7.2291999,0,0,"[20, 40)",Mr,1,0,0
798,0,3,1,30,1,1,24.15,2,0,"[20, 40)",Mrs,0,0,1
799,0,2,0,34,0,0,13.0,0,0,"[20, 40)",Mr,0,0,1
800,1,2,1,31,1,1,26.25,2,0,"[20, 40)",Mrs,0,0,1
801,1,1,0,11,1,2,120.0,3,0,"[0, 20)",Master,0,0,1
802,1,3,0,0,0,1,8.5166998,1,1,"[0, 20)",Master,1,0,0
803,1,3,0,27,0,0,6.9749999,0,0,"[20, 40)",Mr,0,0,1
804,0,3,0,31,0,0,7.7750001,0,0,"[20, 40)",Mr,0,0,1
805,0,1,0,39,0,0,0.0,0,0,"[20, 40)",Mr,0,0,1
806,0,3,1,18,0,0,7.7750001,0,0,"[0, 20)",Miss,0,0,1
807,0,2,0,39,0,0,13.0,0,0,"[20, 40)",Mr,0,0,1
808,1,1,1,33,1,0,53.099998,1,1,"[20, 40)",Mrs,0,0,1
809,0,3,0,26,0,0,7.8874998,0,0,"[20, 40)",Mr,0,0,1
810,0,3,0,39,0,0,24.15,0,0,"[20, 40)",Mr,0,0,1
811,0,2,0,35,0,0,10.5,0,0,"[20, 40)",Mr,0,0,1
812,0,3,1,6,4,2,31.275,6,0,"[0, 20)",Miss,0,0,1
813,0,3,0,30,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
814,0,1,0,39,0,0,0.0,0,0,"[20, 40)",Mr,0,0,1
815,0,3,1,23,0,0,7.9250002,0,0,"[20, 40)",Miss,0,0,1
816,0,2,0,31,1,1,37.0042,2,0,"[20, 40)",Mr,1,0,0
817,0,3,0,43,0,0,6.4499998,0,0,"[40, 60)",Mr,0,0,1
818,0,3,0,10,3,2,27.9,5,0,"[0, 20)",Master,0,0,1
819,1,1,1,52,1,1,93.5,2,0,"[40, 60)",Mrs,0,0,1
820,1,3,0,27,0,0,8.6625004,0,0,"[20, 40)",Mr,0,0,1
821,0,1,0,38,0,0,0.0,0,0,"[20, 40)",Valued Profession,0,0,1
822,1,3,1,27,0,1,12.475,1,1,"[20, 40)",Mrs,0,0,1
823,0,3,0,2,4,1,39.6875,5,0,"[0, 20)",Master,0,0,1
824,0,3,0,36,0,0,6.9499998,0,0,"[20, 40)",Mr,0,1,0
825,0,3,0,29,0,0,56.4958,0,0,"[20, 40)",Mr,0,0,1
826,1,2,0,1,0,2,37.0042,2,0,"[0, 20)",Master,1,0,0
827,1,3,0,35,0,0,7.75,0,0,"[20, 40)",Mr,0,1,0
828,1,3,1,15,1,0,14.4542,1,1,"[0, 20)",Mrs,1,0,0
829,1,2,0,0,1,1,18.75,2,0,"[0, 20)",Master,0,0,1
830,0,3,0,22,0,0,7.2291999,0,0,"[20, 40)",Mr,1,0,0
831,0,3,0,23,0,0,7.8541999,0,0,"[20, 40)",Mr,0,0,1
832,0,3,0,18,0,0,8.3000002,0,0,"[0, 20)",Mr,0,0,1
833,1,1,1,39,1,1,83.158302,2,0,"[20, 40)",Miss,1,0,0
834,0,3,0,21,0,0,8.6625004,0,0,"[20, 40)",Mr,0,0,1
835,0,3,0,30,0,0,8.0500002,0,0,"[20, 40)",Mr,0,0,1
836,1,3,0,32,0,0,56.4958,0,0,"[20, 40)",Mr,0,0,1
837,1,1,0,50,0,0,29.700001,0,0,"[40, 60)",Mr,1,0,0
838,0,3,0,20,0,0,7.9250002,0,0,"[20, 40)",Mr,0,0,1
839,0,2,0,16,0,0,10.5,0,0,"[0, 20)",Mr,0,0,1
840,1,1,1,30,0,0,31.0,0,0,"[20, 40)",Miss,1,0,0
841,0,3,0,34,0,0,6.4375,0,0,"[20, 40)",Mr,1,0,0
842,0,3,0,17,0,0,8.6625004,0,0,"[0, 20)",Mr,0,0,1
843,0,3,0,42,0,0,7.5500002,0,0,"[40, 60)",Mr,0,0,1
844,0,3,0,11,8,2,69.550003,10,0,"[0, 20)",Mr,0,0,1
845,0,3,0,35,0,0,7.8958001,0,0,"[20, 40)",Mr,1,0,0
846,0,2,0,28,0,1,33.0,1,1,"[20, 40)",Valued Profession,0,0,1
847,1,1,1,43,1,0,89.104202,1,1,"[40, 60)",Mrs,1,0,0
848,0,3,0,4,4,2,31.275,6,0,"[0, 20)",Master,0,0,1
849,0,3,0,74,0,0,7.7750001,0,0,"[60, 80)",Mr,0,0,1
850,0,3,1,9,1,1,15.2458,2,0,"[0, 20)",Miss,1,0,0
851,1,1,1,16,0,1,39.400002,1,1,"[0, 20)",Miss,0,0,1
852,0,2,1,44,1,0,26.0,1,1,"[40, 60)",Mrs,0,0,1
853,1,3,1,18,0,1,9.3500004,1,1,"[0, 20)",Mrs,0,0,1
854,1,1,1,45,1,1,164.8667,2,0,"[40, 60)",Mrs,0,0,1
855,1,1,0,51,0,0,26.549999,0,0,"[40, 60)",Mr,0,0,1
856,1,3,1,24,0,3,19.258301,3,0,"[20, 40)",Mrs,1,0,0
857,0,3,0,22,0,0,7.2291999,0,0,"[20, 40)",Mr,1,0,0
858,0,3,0,41,2,0,14.1083,2,0,"[40, 60)",Mr,0,0,1
859,0,2,0,21,1,0,11.5,1,1,"[20, 40)",Mr,0,0,1
860,1,1,1,48,0,0,25.929199,0,0,"[40, 60)",Mrs,0,0,1
861,0,3,1,11,8,2,69.550003,10,0,"[0, 20)",Miss,0,0,1
862,0,2,0,24,0,0,13.0,0,0,"[20, 40)",Mr,0,0,1
863,1,2,1,42,0,0,13.0,0,0,"[40, 60)",Mrs,0,0,1
864,1,2,1,27,1,0,13.8583,1,1,"[20, 40)",Miss,1,0,0
865,0,1,0,31,0,0,50.4958,0,0,"[20, 40)",Mr,0,0,1
866,0,3,0,25,0,0,9.5,0,0,"[20, 40)",Mr,0,0,1
867,1,3,0,4,1,1,11.1333,2,0,"[0, 20)",Master,0,0,1
868,0,3,0,26,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
869,1,1,1,47,1,1,52.554199,2,0,"[40, 60)",Mrs,0,0,1
870,0,1,0,33,0,0,5.0,0,0,"[20, 40)",Mr,0,0,1
871,0,3,0,47,0,0,9.0,0,0,"[40, 60)",Mr,0,0,1
872,1,2,1,28,1,0,24.0,1,1,"[20, 40)",Mrs,1,0,0
873,1,3,1,15,0,0,7.2249999,0,0,"[0, 20)",Miss,1,0,0
874,0,3,0,20,0,0,9.8458004,0,0,"[20, 40)",Mr,0,0,1
875,0,3,0,19,0,0,7.8958001,0,0,"[0, 20)",Mr,0,0,1
876,0,3,0,27,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
877,1,1,1,56,0,1,83.158302,1,1,"[40, 60)",Mrs,1,0,0
878,1,2,1,25,0,1,26.0,1,1,"[20, 40)",Mrs,0,0,1
879,0,3,0,33,0,0,7.8958001,0,0,"[20, 40)",Mr,0,0,1
880,0,3,1,22,0,0,10.5167,0,0,"[20, 40)",Miss,0,0,1
881,0,2,0,28,0,0,10.5,0,0,"[20, 40)",Mr,0,0,1
882,0,3,0,25,0,0,7.0500002,0,0,"[20, 40)",Mr,0,0,1
883,0,3,1,39,0,5,29.125,5,0,"[20, 40)",Mrs,0,1,0
884,0,2,0,27,0,0,13.0,0,0,"[20, 40)",Valued Profession,0,0,1
885,1,1,1,19,0,0,30.0,0,0,"[0, 20)",Miss,0,0,1
886,0,3,1,18,1,2,23.450001,3,0,"[0, 20)",Miss,0,0,1
887,1,1,0,26,0,0,30.0,0,0,"[20, 40)",Mr,1,0,0
888,0,3,0,32,0,0,7.75,0,0,"[20, 40)",Mr,0,1,0
